Innings Player,Innings Runs Scored,Innings Runs Scored Num,Innings Minutes Batted,Innings Batted Flag,Innings Not Out Flag,Innings Balls Faced,Innings Boundary Fours,Innings Boundary Sixes,Innings Batting Strike Rate,Innings Number,Opposition,Ground,Innings Date,Country,50's,100's,Innings Runs Scored Buckets
AJ Finch,,,,,,,,,,1,v India,Adelaide,26-01-2016,Australia,,,
DA Warner,,,,,,,,,,1,v India,Adelaide,26-01-2016,Australia,,,
MS Wade,,,,,,,,,,1,v India,Adelaide,26-01-2016,Australia,,,
SPD Smith,,,,,,,,,,1,v India,Adelaide,26-01-2016,Australia,,,
CA Lynn,,,,,,,,,,1,v India,Adelaide,26-01-2016,Australia,,,
SE Marsh,,,,,,,,,,1,v India,Melbourne,29-01-2016,Australia,,,
AJ Finch,,,,,,,,,,1,v India,Melbourne,29-01-2016,Australia,,,
MS Wade,,,,,,,,,,1,v India,Melbourne,29-01-2016,Australia,,,
CA Lynn,,,,,,,,,,1,v India,Melbourne,29-01-2016,Australia,,,
CA Lynn,,,,,,,,,,2,v India,Sydney,31-01-2016,Australia,,,
CT Bancroft,,,,,,,,,,2,v India,Sydney,31-01-2016,Australia,,,
TM Head,,,,,,,,,,2,v India,Sydney,31-01-2016,Australia,,,
SE Marsh,,,,,,,,,,2,v India,Sydney,31-01-2016,Australia,,,
UT Khawaja,,,,,,,,,,2,v India,Sydney,31-01-2016,Australia,,,
AJ Finch,,,,,,,,,,2,v South Africa,Durban,04-03-2016,Australia,,,
PM Nevill,,,,,,,,,,2,v South Africa,Durban,04-03-2016,Australia,,,
UT Khawaja,,,,,,,,,,2,v South Africa,Durban,04-03-2016,Australia,,,
DA Warner,,,,,,,,,,2,v South Africa,Durban,04-03-2016,Australia,,,
SPD Smith,,,,,,,,,,2,v South Africa,Durban,04-03-2016,Australia,,,
SR Watson,,,,,,,,,,1,v South Africa,Johannesburg,06-03-2016,Australia,,,
AJ Finch,,,,,,,,,,1,v South Africa,Johannesburg,06-03-2016,Australia,,,
PM Nevill,,,,,,,,,,1,v South Africa,Johannesburg,06-03-2016,Australia,,,
DA Warner,,,,,,,,,,1,v South Africa,Johannesburg,06-03-2016,Australia,,,
SPD Smith,,,,,,,,,,1,v South Africa,Johannesburg,06-03-2016,Australia,,,
PM Nevill,,,,,,,,,,1,v South Africa,Cape Town,09-03-2016,Australia,,,
UT Khawaja,,,,,,,,,,1,v South Africa,Cape Town,09-03-2016,Australia,,,
DA Warner,,,,,,,,,,1,v South Africa,Cape Town,09-03-2016,Australia,,,
SPD Smith,,,,,,,,,,1,v South Africa,Cape Town,09-03-2016,Australia,,,
MR Marsh,,,,,,,,,,1,v South Africa,Cape Town,09-03-2016,Australia,,,
PM Nevill,,,,,,,,,,1,v New Zealand,Dharamsala,18-03-2016,Australia,,,
UT Khawaja,,,,,,,,,,1,v New Zealand,Dharamsala,18-03-2016,Australia,,,
DA Warner,,,,,,,,,,1,v New Zealand,Dharamsala,18-03-2016,Australia,,,
SPD Smith,,,,,,,,,,1,v New Zealand,Dharamsala,18-03-2016,Australia,,,
PM Nevill,,,,,,,,,,1,v Bangladesh,Bengaluru,21-03-2016,Australia,,,
UT Khawaja,,,,,,,,,,1,v Bangladesh,Bengaluru,21-03-2016,Australia,,,
DA Warner,,,,,,,,,,1,v Bangladesh,Bengaluru,21-03-2016,Australia,,,
SPD Smith,,,,,,,,,,1,v Bangladesh,Bengaluru,21-03-2016,Australia,,,
SPD Smith,,,,,,,,,,2,v Pakistan,Mohali,25-03-2016,Australia,,,
AJ Finch,,,,,,,,,,2,v Pakistan,Mohali,25-03-2016,Australia,,,
PM Nevill,,,,,,,,,,2,v Pakistan,Mohali,25-03-2016,Australia,,,
UT Khawaja,,,,,,,,,,2,v Pakistan,Mohali,25-03-2016,Australia,,,
DA Warner,,,,,,,,,,2,v Pakistan,Mohali,25-03-2016,Australia,,,
AJ Finch,,,,,,,,,,2,v India,Mohali,27-03-2016,Australia,,,
